sample	condition	sample	unit	fq1	fq2
sample_M17	F_17	sample_M17	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-M17_S729-S591_L2_L002_ds.d8eba161f7fa4b0cb91b28a7caa654c9/M17_S191_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-M17_S729-S591_L2_L002_ds.d8eba161f7fa4b0cb91b28a7caa654c9/M17_S191_L002_R2_001.fastq.gz
sample_M17	F_17	sample_M17	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-M17_S729-S591_L3_L003_ds.b715ad6bb0914add8b8870263dc5a015/M17_S326_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-M17_S729-S591_L3_L003_ds.b715ad6bb0914add8b8870263dc5a015/M17_S326_L003_R2_001.fastq.gz
sample_M18	F_8	sample_M18	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H3-M18_S734-S592_L1_L001_ds.7b80eb810a634a6ca69be05a710c788b/M18_S57_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H3-M18_S734-S592_L1_L001_ds.7b80eb810a634a6ca69be05a710c788b/M18_S57_L001_R2_001.fastq.gz
sample_M18	F_8	sample_M18	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H3-M18_S734-S592_L2_L002_ds.01491538797c42c48e706e7ff587fb1a/M18_S192_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H3-M18_S734-S592_L2_L002_ds.01491538797c42c48e706e7ff587fb1a/M18_S192_L002_R2_001.fastq.gz
sample_M18	F_8	sample_M18	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H3-M18_S734-S592_L3_L003_ds.ed023d17a74d4cc3890b37f287e73653/M18_S327_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H3-M18_S734-S592_L3_L003_ds.ed023d17a74d4cc3890b37f287e73653/M18_S327_L003_R2_001.fastq.gz
sample_M19	F_13	sample_M19	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-M19_S770-S540_L1_L001_ds.035aeea9ffa045e3b16a56b3e9a1ddc6/M19_S58_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-M19_S770-S540_L1_L001_ds.035aeea9ffa045e3b16a56b3e9a1ddc6/M19_S58_L001_R2_001.fastq.gz
sample_M19	F_13	sample_M19	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-M19_S770-S540_L2_L002_ds.56d329799c69467c87f35bd39df807f8/M19_S193_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-M19_S770-S540_L2_L002_ds.56d329799c69467c87f35bd39df807f8/M19_S193_L002_R2_001.fastq.gz
sample_M19	F_13	sample_M19	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-M19_S770-S540_L3_L003_ds.6bec44b08ec94f26981a306f03b2e04c/M19_S328_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-M19_S770-S540_L3_L003_ds.6bec44b08ec94f26981a306f03b2e04c/M19_S328_L003_R2_001.fastq.gz
sample_M2	C_7	sample_M2	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G1-M2_S747-S524_L1_L001_ds.6eb47b794007410aac6b6e1872273f54/M2_S42_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G1-M2_S747-S524_L1_L001_ds.6eb47b794007410aac6b6e1872273f54/M2_S42_L001_R2_001.fastq.gz
sample_M2	C_7	sample_M2	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G1-M2_S747-S524_L2_L002_ds.fd68cb2069214c6cba949ae5d9503e50/M2_S177_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G1-M2_S747-S524_L2_L002_ds.fd68cb2069214c6cba949ae5d9503e50/M2_S177_L002_R2_001.fastq.gz
sample_M2	C_7	sample_M2	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G1-M2_S747-S524_L3_L003_ds.efb743119f3b4f3e9a6e1854c3cd3794/M2_S312_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G1-M2_S747-S524_L3_L003_ds.efb743119f3b4f3e9a6e1854c3cd3794/M2_S312_L003_R2_001.fastq.gz
sample_M20	F_13	sample_M20	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-M20_S710-S581_L1_L001_ds.3971c12da43848f1b58da620207b1bf0/M20_S59_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-M20_S710-S581_L1_L001_ds.3971c12da43848f1b58da620207b1bf0/M20_S59_L001_R2_001.fastq.gz
sample_M20	F_13	sample_M20	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-M20_S710-S581_L2_L002_ds.4ae6b7835f7c46a59e76dbc3ce5b0b92/M20_S194_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-M20_S710-S581_L2_L002_ds.4ae6b7835f7c46a59e76dbc3ce5b0b92/M20_S194_L002_R2_001.fastq.gz
sample_M20	F_13	sample_M20	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-M20_S710-S581_L3_L003_ds.b4a69a6069fd4c349eeb85869d5587c3/M20_S329_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-M20_S710-S581_L3_L003_ds.b4a69a6069fd4c349eeb85869d5587c3/M20_S329_L003_R2_001.fastq.gz
sample_M21	C_21	sample_M21	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-M21_S722-S578_L1_L001_ds.afabff8991534d04b85b05b614d4cc34/M21_S60_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-M21_S722-S578_L1_L001_ds.afabff8991534d04b85b05b614d4cc34/M21_S60_L001_R2_001.fastq.gz
sample_M21	C_21	sample_M21	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-M21_S722-S578_L2_L002_ds.ef44948f32164f0783a9af2cb55cf825/M21_S195_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-M21_S722-S578_L2_L002_ds.ef44948f32164f0783a9af2cb55cf825/M21_S195_L002_R2_001.fastq.gz
sample_M21	C_21	sample_M21	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-M21_S722-S578_L3_L003_ds.bebcd9c6a2f9469a89c146b4a87af1e5/M21_S330_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-M21_S722-S578_L3_L003_ds.bebcd9c6a2f9469a89c146b4a87af1e5/M21_S330_L003_R2_001.fastq.gz
sample_M22	F_4	sample_M22	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-M22_S783-S546_L1_L001_ds.a553e574777345f3924ecda9b469029d/M22_S61_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-M22_S783-S546_L1_L001_ds.a553e574777345f3924ecda9b469029d/M22_S61_L001_R2_001.fastq.gz
sample_M22	F_4	sample_M22	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-M22_S783-S546_L2_L002_ds.9fe0c153ee6145f4832ffd2d58f912e9/M22_S196_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-M22_S783-S546_L2_L002_ds.9fe0c153ee6145f4832ffd2d58f912e9/M22_S196_L002_R2_001.fastq.gz
sample_M22	F_4	sample_M22	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-M22_S783-S546_L3_L003_ds.ae5aa7b3a98d415aa370c447dd743629/M22_S331_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-M22_S783-S546_L3_L003_ds.ae5aa7b3a98d415aa370c447dd743629/M22_S331_L003_R2_001.fastq.gz
sample_M23	C_0	sample_M23	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-M23_S757-S545_L1_L001_ds.b13276941fb448378be9819087960d2d/M23_S62_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-M23_S757-S545_L1_L001_ds.b13276941fb448378be9819087960d2d/M23_S62_L001_R2_001.fastq.gz
sample_M23	C_0	sample_M23	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-M23_S757-S545_L2_L002_ds.8ba045c1c9234e8aa6b64e8c0aeef73f/M23_S197_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-M23_S757-S545_L2_L002_ds.8ba045c1c9234e8aa6b64e8c0aeef73f/M23_S197_L002_R2_001.fastq.gz
sample_M23	C_0	sample_M23	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-M23_S757-S545_L3_L003_ds.358096d2e5ae4cd59dc72e44b36e9830/M23_S332_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-M23_S757-S545_L3_L003_ds.358096d2e5ae4cd59dc72e44b36e9830/M23_S332_L003_R2_001.fastq.gz
sample_M24	F_13	sample_M24	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B3-M24_S796-S507_L1_L001_ds.1d6db3ed2a914c18b29c8d076353ef74/M24_S63_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B3-M24_S796-S507_L1_L001_ds.1d6db3ed2a914c18b29c8d076353ef74/M24_S63_L001_R2_001.fastq.gz
sample_M24	F_13	sample_M24	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B3-M24_S796-S507_L2_L002_ds.7174d60b1aa741e9adce16e33e29aaff/M24_S198_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B3-M24_S796-S507_L2_L002_ds.7174d60b1aa741e9adce16e33e29aaff/M24_S198_L002_R2_001.fastq.gz
sample_M24	F_13	sample_M24	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B3-M24_S796-S507_L3_L003_ds.01d8a1c473f143c29173d8551b490764/M24_S333_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B3-M24_S796-S507_L3_L003_ds.01d8a1c473f143c29173d8551b490764/M24_S333_L003_R2_001.fastq.gz
sample_M25	F_14	sample_M25	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-M25_S702-S523_L1_L001_ds.77969b151451446f918a99fcdcaab2d1/M25_S64_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-M25_S702-S523_L1_L001_ds.77969b151451446f918a99fcdcaab2d1/M25_S64_L001_R2_001.fastq.gz
sample_M25	F_14	sample_M25	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-M25_S702-S523_L2_L002_ds.60101938d68140cab0e410b7446ebbc6/M25_S199_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-M25_S702-S523_L2_L002_ds.60101938d68140cab0e410b7446ebbc6/M25_S199_L002_R2_001.fastq.gz
sample_M25	F_14	sample_M25	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-M25_S702-S523_L3_L003_ds.25ef0bdaab66406c9d6563bf85e8f4c6/M25_S334_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-M25_S702-S523_L3_L003_ds.25ef0bdaab66406c9d6563bf85e8f4c6/M25_S334_L003_R2_001.fastq.gz
sample_M26	F_10	sample_M26	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M26_P7118-P5131_L1_L001_ds.c94f6aaaa9d24e749b54fe16192a4c86/M26_S65_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M26_P7118-P5131_L1_L001_ds.c94f6aaaa9d24e749b54fe16192a4c86/M26_S65_L001_R2_001.fastq.gz
sample_M26	F_10	sample_M26	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M26_P7118-P5131_L2_L002_ds.31add72270764a66acb387b0cf269148/M26_S200_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M26_P7118-P5131_L2_L002_ds.31add72270764a66acb387b0cf269148/M26_S200_L002_R2_001.fastq.gz
sample_M26	F_10	sample_M26	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M26_P7118-P5131_L3_L003_ds.22d54972f5ee4ebaa87a79dcc7147bd8/M26_S335_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M26_P7118-P5131_L3_L003_ds.22d54972f5ee4ebaa87a79dcc7147bd8/M26_S335_L003_R2_001.fastq.gz
sample_M27	F_4	sample_M27	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-M27_S749-S565_L1_L001_ds.7aaab524f6174c749654156a9710ca43/M27_S66_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-M27_S749-S565_L1_L001_ds.7aaab524f6174c749654156a9710ca43/M27_S66_L001_R2_001.fastq.gz
sample_M27	F_4	sample_M27	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-M27_S749-S565_L2_L002_ds.7720c6fbfae741188a4a763f79f7b87a/M27_S201_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-M27_S749-S565_L2_L002_ds.7720c6fbfae741188a4a763f79f7b87a/M27_S201_L002_R2_001.fastq.gz
sample_M27	F_4	sample_M27	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-M27_S749-S565_L3_L003_ds.9f17f659c57f4c008d801bcc4d61f914/M27_S336_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-M27_S749-S565_L3_L003_ds.9f17f659c57f4c008d801bcc4d61f914/M27_S336_L003_R2_001.fastq.gz
sample_M28	F_10	sample_M28	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-M28_S795-S517_L1_L001_ds.118c638110fc4513af8d55c4d655b2ed/M28_S67_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-M28_S795-S517_L1_L001_ds.118c638110fc4513af8d55c4d655b2ed/M28_S67_L001_R2_001.fastq.gz
sample_M28	F_10	sample_M28	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-M28_S795-S517_L2_L002_ds.bfe292f4007c470db7e2cd8227ebb66b/M28_S202_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-M28_S795-S517_L2_L002_ds.bfe292f4007c470db7e2cd8227ebb66b/M28_S202_L002_R2_001.fastq.gz
sample_M28	F_10	sample_M28	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-M28_S795-S517_L3_L003_ds.becc0f7603b746d58a081a43af3e624a/M28_S337_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-M28_S795-S517_L3_L003_ds.becc0f7603b746d58a081a43af3e624a/M28_S337_L003_R2_001.fastq.gz
sample_M29	F_8	sample_M29	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-M29_S742-S551_L1_L001_ds.baed3f7a28954054bffceccce7e09ebe/M29_S68_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-M29_S742-S551_L1_L001_ds.baed3f7a28954054bffceccce7e09ebe/M29_S68_L001_R2_001.fastq.gz
sample_M29	F_8	sample_M29	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-M29_S742-S551_L2_L002_ds.5f8aaa932db845629092612caea36629/M29_S203_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-M29_S742-S551_L2_L002_ds.5f8aaa932db845629092612caea36629/M29_S203_L002_R2_001.fastq.gz
sample_M29	F_8	sample_M29	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-M29_S742-S551_L3_L003_ds.cd2fd92d9fe84d4492b8312e5250670f/M29_S338_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-M29_S742-S551_L3_L003_ds.cd2fd92d9fe84d4492b8312e5250670f/M29_S338_L003_R2_001.fastq.gz
sample_M3	F_11	sample_M3	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F1-M3_S774-S506_L1_L001_ds.1718d4de8d00486ea8358b32e47291a3/M3_S43_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F1-M3_S774-S506_L1_L001_ds.1718d4de8d00486ea8358b32e47291a3/M3_S43_L001_R2_001.fastq.gz
sample_M3	F_11	sample_M3	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F1-M3_S774-S506_L2_L002_ds.d5b316d36689490aa49ac325a1cbf7ef/M3_S178_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F1-M3_S774-S506_L2_L002_ds.d5b316d36689490aa49ac325a1cbf7ef/M3_S178_L002_R2_001.fastq.gz
sample_M3	F_11	sample_M3	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F1-M3_S774-S506_L3_L003_ds.ea0151c929834152b055971dfbbdfef3/M3_S313_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F1-M3_S774-S506_L3_L003_ds.ea0151c929834152b055971dfbbdfef3/M3_S313_L003_R2_001.fastq.gz
sample_M30	F_6	sample_M30	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-M30_S727-S598_L1_L001_ds.106d158b08b642ef8ccbaaaffb29f47b/M30_S69_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-M30_S727-S598_L1_L001_ds.106d158b08b642ef8ccbaaaffb29f47b/M30_S69_L001_R2_001.fastq.gz
sample_M30	F_6	sample_M30	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-M30_S727-S598_L2_L002_ds.4f42e2ea8d3549a4acbef0eb60e1306f/M30_S204_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-M30_S727-S598_L2_L002_ds.4f42e2ea8d3549a4acbef0eb60e1306f/M30_S204_L002_R2_001.fastq.gz
sample_M30	F_6	sample_M30	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-M30_S727-S598_L3_L003_ds.90a3a3a2c39e41b2b40a715a530af6dc/M30_S339_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-M30_S727-S598_L3_L003_ds.90a3a3a2c39e41b2b40a715a530af6dc/M30_S339_L003_R2_001.fastq.gz
sample_M31	F_21	sample_M31	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A6-M31_P7105-P5114_L1_L001_ds.a05a2f74d0a74ea6aad3f0f5433b34ef/M31_S70_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A6-M31_P7105-P5114_L1_L001_ds.a05a2f74d0a74ea6aad3f0f5433b34ef/M31_S70_L001_R2_001.fastq.gz
sample_M31	F_21	sample_M31	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A6-M31_P7105-P5114_L2_L002_ds.ad34e64f4bfe49d1996408bd6658789b/M31_S205_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A6-M31_P7105-P5114_L2_L002_ds.ad34e64f4bfe49d1996408bd6658789b/M31_S205_L002_R2_001.fastq.gz
sample_M31	F_21	sample_M31	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A6-M31_P7105-P5114_L3_L003_ds.eb65b72c05674466ada3351ebad10d4f/M31_S340_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A6-M31_P7105-P5114_L3_L003_ds.eb65b72c05674466ada3351ebad10d4f/M31_S340_L003_R2_001.fastq.gz
sample_M32	F_5	sample_M32	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-M32_S797-S501_L1_L001_ds.a18436d4e32f4c09a116f6dcbefe85e5/M32_S71_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-M32_S797-S501_L1_L001_ds.a18436d4e32f4c09a116f6dcbefe85e5/M32_S71_L001_R2_001.fastq.gz
sample_M32	F_5	sample_M32	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-M32_S797-S501_L2_L002_ds.c98264b41423490399780f6c7d01f384/M32_S206_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-M32_S797-S501_L2_L002_ds.c98264b41423490399780f6c7d01f384/M32_S206_L002_R2_001.fastq.gz
sample_M32	F_5	sample_M32	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-M32_S797-S501_L3_L003_ds.b66ec15adc9e4c8a990c3e50e5ad4526/M32_S341_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-M32_S797-S501_L3_L003_ds.b66ec15adc9e4c8a990c3e50e5ad4526/M32_S341_L003_R2_001.fastq.gz
sample_M33	F_12	sample_M33	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-M33_S763-S505_L1_L001_ds.e1e7e379c0de49d398e964fc26f92c04/M33_S72_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-M33_S763-S505_L1_L001_ds.e1e7e379c0de49d398e964fc26f92c04/M33_S72_L001_R2_001.fastq.gz
sample_M33	F_12	sample_M33	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-M33_S763-S505_L2_L002_ds.c7f214431e454afc8bb0fc4789f0fe60/M33_S207_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-M33_S763-S505_L2_L002_ds.c7f214431e454afc8bb0fc4789f0fe60/M33_S207_L002_R2_001.fastq.gz
