sample	condition	sample	unit	fq1	fq2
sample_327	T_NA	sample_327	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-327_P7134-P5135_L2_L002_ds.fb18d8d127cc4a20867d936d22987644/327_S151_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-327_P7134-P5135_L2_L002_ds.fb18d8d127cc4a20867d936d22987644/327_S151_L002_R2_001.fastq.gz
sample_327	T_NA	sample_327	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-327_P7134-P5135_L3_L003_ds.29909d565be2419fb3fb455bc116aa10/327_S286_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-327_P7134-P5135_L3_L003_ds.29909d565be2419fb3fb455bc116aa10/327_S286_L003_R2_001.fastq.gz
sample_328	T_NA	sample_328	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F6-328_P7102-P5183_L1_L001_ds.a5b32907934445dda8caec821d1a5b10/328_S17_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F6-328_P7102-P5183_L1_L001_ds.a5b32907934445dda8caec821d1a5b10/328_S17_L001_R2_001.fastq.gz
sample_328	T_NA	sample_328	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F6-328_P7102-P5183_L2_L002_ds.b6e11d980d504e16be8a345ffb803ef5/328_S152_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F6-328_P7102-P5183_L2_L002_ds.b6e11d980d504e16be8a345ffb803ef5/328_S152_L002_R2_001.fastq.gz
sample_328	T_NA	sample_328	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F6-328_P7102-P5183_L3_L003_ds.a72a1f690c174b92a95a3ed4ea1cfe9b/328_S287_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F6-328_P7102-P5183_L3_L003_ds.a72a1f690c174b92a95a3ed4ea1cfe9b/328_S287_L003_R2_001.fastq.gz
sample_330	T_NA	sample_330	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-330_P7174-P5147_L1_L001_ds.d5120be545544e45b575563f98a04aa7/330_S18_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-330_P7174-P5147_L1_L001_ds.d5120be545544e45b575563f98a04aa7/330_S18_L001_R2_001.fastq.gz
sample_330	T_NA	sample_330	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-330_P7174-P5147_L2_L002_ds.a1fe15a77e16433bb25234abdc04f16d/330_S153_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-330_P7174-P5147_L2_L002_ds.a1fe15a77e16433bb25234abdc04f16d/330_S153_L002_R2_001.fastq.gz
sample_330	T_NA	sample_330	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-330_P7174-P5147_L3_L003_ds.68e3977f8dd04a7ca3a1308e6079de98/330_S288_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G3-330_P7174-P5147_L3_L003_ds.68e3977f8dd04a7ca3a1308e6079de98/330_S288_L003_R2_001.fastq.gz
sample_331	T_NA	sample_331	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-331_P7166-P5145_L1_L001_ds.f0f5345a9c7d4ff1aa2baec38239840a/331_S19_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-331_P7166-P5145_L1_L001_ds.f0f5345a9c7d4ff1aa2baec38239840a/331_S19_L001_R2_001.fastq.gz
sample_331	T_NA	sample_331	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-331_P7166-P5145_L2_L002_ds.887f6e953541427a94fb16bd6c201515/331_S154_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-331_P7166-P5145_L2_L002_ds.887f6e953541427a94fb16bd6c201515/331_S154_L002_R2_001.fastq.gz
sample_331	T_NA	sample_331	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-331_P7166-P5145_L3_L003_ds.5edaf0071e0940e98ae0383df1591667/331_S289_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F3-331_P7166-P5145_L3_L003_ds.5edaf0071e0940e98ae0383df1591667/331_S289_L003_R2_001.fastq.gz
sample_332	T_NA	sample_332	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-332_P7165-P5144_L1_L001_ds.2cbf21cb3ae94e0980fc090b5948779e/332_S20_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-332_P7165-P5144_L1_L001_ds.2cbf21cb3ae94e0980fc090b5948779e/332_S20_L001_R2_001.fastq.gz
sample_332	T_NA	sample_332	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-332_P7165-P5144_L2_L002_ds.ba4d270589654cd8a5c493c6928e0c07/332_S155_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-332_P7165-P5144_L2_L002_ds.ba4d270589654cd8a5c493c6928e0c07/332_S155_L002_R2_001.fastq.gz
sample_332	T_NA	sample_332	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-332_P7165-P5144_L3_L003_ds.90eb469a1d3d4e24b200b009d8673b3a/332_S290_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E3-332_P7165-P5144_L3_L003_ds.90eb469a1d3d4e24b200b009d8673b3a/332_S290_L003_R2_001.fastq.gz
sample_37	T_NA	sample_37	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G12-37_S730-S580_L1_L001_ds.cfb62a5968b5472fb5f2bb230de4d17d/37_S129_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G12-37_S730-S580_L1_L001_ds.cfb62a5968b5472fb5f2bb230de4d17d/37_S129_L001_R2_001.fastq.gz
sample_37	T_NA	sample_37	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G12-37_S730-S580_L2_L002_ds.73ad0d05fc9445c88e1ea53d7476b383/37_S264_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G12-37_S730-S580_L2_L002_ds.73ad0d05fc9445c88e1ea53d7476b383/37_S264_L002_R2_001.fastq.gz
sample_37	T_NA	sample_37	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G12-37_S730-S580_L3_L003_ds.14daac03563249519b3738260ffe414f/37_S399_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G12-37_S730-S580_L3_L003_ds.14daac03563249519b3738260ffe414f/37_S399_L003_R2_001.fastq.gz
sample_38	T_NA	sample_38	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F12-38_S782-S528_L1_L001_ds.60f8ac99eab543f4a1a29820b52662ca/38_S130_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F12-38_S782-S528_L1_L001_ds.60f8ac99eab543f4a1a29820b52662ca/38_S130_L001_R2_001.fastq.gz
sample_38	T_NA	sample_38	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F12-38_S782-S528_L2_L002_ds.6eefa59479e442808fb8044b0ff85e99/38_S265_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F12-38_S782-S528_L2_L002_ds.6eefa59479e442808fb8044b0ff85e99/38_S265_L002_R2_001.fastq.gz
sample_38	T_NA	sample_38	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F12-38_S782-S528_L3_L003_ds.3939e61120b84f2fa5ed0497a2f04819/38_S400_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F12-38_S782-S528_L3_L003_ds.3939e61120b84f2fa5ed0497a2f04819/38_S400_L003_R2_001.fastq.gz
sample_39	T_NA	sample_39	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E12-39_S776-S537_L1_L001_ds.fd1bd1eb3e65434ba7b0740b9d521b0b/39_S131_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E12-39_S776-S537_L1_L001_ds.fd1bd1eb3e65434ba7b0740b9d521b0b/39_S131_L001_R2_001.fastq.gz
sample_39	T_NA	sample_39	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E12-39_S776-S537_L2_L002_ds.7921c8461bfa4713954645a4fa70491c/39_S266_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E12-39_S776-S537_L2_L002_ds.7921c8461bfa4713954645a4fa70491c/39_S266_L002_R2_001.fastq.gz
sample_39	T_NA	sample_39	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E12-39_S776-S537_L3_L003_ds.111221831bf24f46ac206de2260719f6/39_S401_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E12-39_S776-S537_L3_L003_ds.111221831bf24f46ac206de2260719f6/39_S401_L003_R2_001.fastq.gz
sample_40	T_NA	sample_40	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D12-40_S703-S539_L1_L001_ds.d10cdfead3c94e929c5371490424a2d0/40_S132_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D12-40_S703-S539_L1_L001_ds.d10cdfead3c94e929c5371490424a2d0/40_S132_L001_R2_001.fastq.gz
sample_40	T_NA	sample_40	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D12-40_S703-S539_L2_L002_ds.74c160c0e3fa45dbb80e05c9a0009388/40_S267_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D12-40_S703-S539_L2_L002_ds.74c160c0e3fa45dbb80e05c9a0009388/40_S267_L002_R2_001.fastq.gz
sample_40	T_NA	sample_40	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D12-40_S703-S539_L3_L003_ds.8732d74a364a4597a50d2fc79b219eb4/40_S402_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D12-40_S703-S539_L3_L003_ds.8732d74a364a4597a50d2fc79b219eb4/40_S402_L003_R2_001.fastq.gz
sample_405	T_NA	sample_405	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-405_P7162-P5140_L1_L001_ds.8a7b13ba460f41158865461ad4e48fd5/405_S21_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-405_P7162-P5140_L1_L001_ds.8a7b13ba460f41158865461ad4e48fd5/405_S21_L001_R2_001.fastq.gz
sample_405	T_NA	sample_405	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-405_P7162-P5140_L2_L002_ds.7c79c7180dbe4c6e8c15a7ccef20387c/405_S156_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-405_P7162-P5140_L2_L002_ds.7c79c7180dbe4c6e8c15a7ccef20387c/405_S156_L002_R2_001.fastq.gz
sample_405	T_NA	sample_405	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-405_P7162-P5140_L3_L003_ds.5125fc58326e4c458095c5e97f30d6ce/405_S291_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D3-405_P7162-P5140_L3_L003_ds.5125fc58326e4c458095c5e97f30d6ce/405_S291_L003_R2_001.fastq.gz
sample_406	T_NA	sample_406	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-406_P7160-P5139_L1_L001_ds.39bfbaad2f664994b618e709c4f8ae6c/406_S22_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-406_P7160-P5139_L1_L001_ds.39bfbaad2f664994b618e709c4f8ae6c/406_S22_L001_R2_001.fastq.gz
sample_406	T_NA	sample_406	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-406_P7160-P5139_L2_L002_ds.8a2f3d6bc9a14b758104d848bfff4792/406_S157_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-406_P7160-P5139_L2_L002_ds.8a2f3d6bc9a14b758104d848bfff4792/406_S157_L002_R2_001.fastq.gz
sample_406	T_NA	sample_406	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-406_P7160-P5139_L3_L003_ds.06283e0fbc904f4ab8785bc44233e7ac/406_S292_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C3-406_P7160-P5139_L3_L003_ds.06283e0fbc904f4ab8785bc44233e7ac/406_S292_L003_R2_001.fastq.gz
sample_407	T_NA	sample_407	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E6-407_P7100-P5180_L1_L001_ds.77f6bfeb956e4c678591bdaf843c055a/407_S23_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E6-407_P7100-P5180_L1_L001_ds.77f6bfeb956e4c678591bdaf843c055a/407_S23_L001_R2_001.fastq.gz
sample_407	T_NA	sample_407	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E6-407_P7100-P5180_L2_L002_ds.c2ca22ad87c5476ea2a9f11024d69f4f/407_S158_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E6-407_P7100-P5180_L2_L002_ds.c2ca22ad87c5476ea2a9f11024d69f4f/407_S158_L002_R2_001.fastq.gz
sample_407	T_NA	sample_407	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E6-407_P7100-P5180_L3_L003_ds.08ec03c7456c46898385f33c4a27088b/407_S293_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E6-407_P7100-P5180_L3_L003_ds.08ec03c7456c46898385f33c4a27088b/407_S293_L003_R2_001.fastq.gz
sample_408	T_NA	sample_408	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-408_P7135-P5127_L1_L001_ds.d7d93fe87a29477b8922235cf8a8bf10/408_S24_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-408_P7135-P5127_L1_L001_ds.d7d93fe87a29477b8922235cf8a8bf10/408_S24_L001_R2_001.fastq.gz
sample_408	T_NA	sample_408	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-408_P7135-P5127_L2_L002_ds.0023bb6db7694ae79b724f12dcce54fa/408_S159_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-408_P7135-P5127_L2_L002_ds.0023bb6db7694ae79b724f12dcce54fa/408_S159_L002_R2_001.fastq.gz
sample_408	T_NA	sample_408	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-408_P7135-P5127_L3_L003_ds.9df9cd2a8dd440a687cea29d1ae0b9b3/408_S294_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A3-408_P7135-P5127_L3_L003_ds.9df9cd2a8dd440a687cea29d1ae0b9b3/408_S294_L003_R2_001.fastq.gz
sample_417	T_NA	sample_417	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-417_P7099-P5179_L1_L001_ds.a78fd762f1a044b9a8f3e9e0889d7a23/417_S25_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-417_P7099-P5179_L1_L001_ds.a78fd762f1a044b9a8f3e9e0889d7a23/417_S25_L001_R2_001.fastq.gz
sample_417	T_NA	sample_417	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-417_P7099-P5179_L2_L002_ds.4ef8c6843be643098b08badd4c047bf5/417_S160_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-417_P7099-P5179_L2_L002_ds.4ef8c6843be643098b08badd4c047bf5/417_S160_L002_R2_001.fastq.gz
sample_417	T_NA	sample_417	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-417_P7099-P5179_L3_L003_ds.61eca64d905242b7a4647d785f6a2814/417_S295_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-417_P7099-P5179_L3_L003_ds.61eca64d905242b7a4647d785f6a2814/417_S295_L003_R2_001.fastq.gz
sample_418	T_NA	sample_418	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-418_P7185-P5163_L1_L001_ds.380d5a2d1bc14cfe88df351e023e4620/418_S26_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-418_P7185-P5163_L1_L001_ds.380d5a2d1bc14cfe88df351e023e4620/418_S26_L001_R2_001.fastq.gz
sample_418	T_NA	sample_418	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-418_P7185-P5163_L2_L002_ds.987d2aeee5cb44b1af49b77f8902c6de/418_S161_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-418_P7185-P5163_L2_L002_ds.987d2aeee5cb44b1af49b77f8902c6de/418_S161_L002_R2_001.fastq.gz
sample_418	T_NA	sample_418	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-418_P7185-P5163_L3_L003_ds.a8124c618ff64390ae3ccd88fd3c389e/418_S296_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G4-418_P7185-P5163_L3_L003_ds.a8124c618ff64390ae3ccd88fd3c389e/418_S296_L003_R2_001.fastq.gz
sample_419	T_NA	sample_419	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-419_P7184-P5161_L1_L001_ds.c2dad889c0a3431191a887c9d6a00a52/419_S27_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-419_P7184-P5161_L1_L001_ds.c2dad889c0a3431191a887c9d6a00a52/419_S27_L001_R2_001.fastq.gz
sample_419	T_NA	sample_419	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-419_P7184-P5161_L2_L002_ds.4dd9c6d5d5b149c7bc9f24ac81bb0ec1/419_S162_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-419_P7184-P5161_L2_L002_ds.4dd9c6d5d5b149c7bc9f24ac81bb0ec1/419_S162_L002_R2_001.fastq.gz
sample_419	T_NA	sample_419	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-419_P7184-P5161_L3_L003_ds.271a44c1698c4e66acd54067e3d51be7/419_S297_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F4-419_P7184-P5161_L3_L003_ds.271a44c1698c4e66acd54067e3d51be7/419_S297_L003_R2_001.fastq.gz
sample_420	T_NA	sample_420	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-420_P7182-P5156_L1_L001_ds.0466f69cdc144fc887c0f4e069a27849/420_S28_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-420_P7182-P5156_L1_L001_ds.0466f69cdc144fc887c0f4e069a27849/420_S28_L001_R2_001.fastq.gz
sample_420	T_NA	sample_420	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-420_P7182-P5156_L2_L002_ds.76fba93daf364708ac0ef8b559f88f74/420_S163_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-420_P7182-P5156_L2_L002_ds.76fba93daf364708ac0ef8b559f88f74/420_S163_L002_R2_001.fastq.gz
sample_420	T_NA	sample_420	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-420_P7182-P5156_L3_L003_ds.dbc8345a38c94eef94ddec4843647887/420_S298_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E4-420_P7182-P5156_L3_L003_ds.dbc8345a38c94eef94ddec4843647887/420_S298_L003_R2_001.fastq.gz
sample_445	T_NA	sample_445	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-445_P7181-P5151_L1_L001_ds.f283fa7896e94893baeb47cd9cb95714/445_S29_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-445_P7181-P5151_L1_L001_ds.f283fa7896e94893baeb47cd9cb95714/445_S29_L001_R2_001.fastq.gz
sample_445	T_NA	sample_445	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-445_P7181-P5151_L2_L002_ds.d4555261ef344c78afdb0c7cceac6fce/445_S164_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-445_P7181-P5151_L2_L002_ds.d4555261ef344c78afdb0c7cceac6fce/445_S164_L002_R2_001.fastq.gz
sample_445	T_NA	sample_445	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-445_P7181-P5151_L3_L003_ds.e90bef9881d04406a73601f8b61aa8c5/445_S299_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D4-445_P7181-P5151_L3_L003_ds.e90bef9881d04406a73601f8b61aa8c5/445_S299_L003_R2_001.fastq.gz
sample_446	T_NA	sample_446	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-446_P7998-P5178_L1_L001_ds.f94384172d534d2d889bedd90964475f/446_S30_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-446_P7998-P5178_L1_L001_ds.f94384172d534d2d889bedd90964475f/446_S30_L001_R2_001.fastq.gz
sample_446	T_NA	sample_446	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-446_P7998-P5178_L2_L002_ds.0b1af905d5fe489abb08a931850842c8/446_S165_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-446_P7998-P5178_L2_L002_ds.0b1af905d5fe489abb08a931850842c8/446_S165_L002_R2_001.fastq.gz
sample_446	T_NA	sample_446	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-446_P7998-P5178_L3_L003_ds.dbd3ef17af344f35bc05df01547f0147/446_S300_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-446_P7998-P5178_L3_L003_ds.dbd3ef17af344f35bc05df01547f0147/446_S300_L003_R2_001.fastq.gz
